,Date,tic,Company Market Cap,pred,Mispricing,Quintile,Next 1M Return,Next 6M Return,Next 12M Return
0,2019-01,EXC,46315065760.08,66483302000.0,0.43545736811418834,4,0.0173785594639865,-0.054743922494986,0.0011400682996656
1,2019-01,GNRC,3289036218.94,10972835000.0,2.336185461507735,5,-0.0260358823921975,0.3710902568149115,0.970509957399843
2,2019-01,NUE,18714392840.0,27981742000.0,0.4951990331309087,4,-0.0116183495531452,-0.1190895888824358,-0.2305551586449438
3,2019-01,FCX,16867045421.4,40431430000.0,1.3970666272530916,5,0.1082474226804124,-0.0486271099928016,-0.0451324742289579
4,2019-01,VTRS,15443163155.4499,57157310000.0,2.7011399698791085,5,-0.1183205838154383,-0.3018476046408187,-0.2841130753385528
5,2019-01,TSN,22617357036.48,57303077000.0,1.5335885519945895,5,-0.0041989664082731,0.281872085108676,0.3336262154812923
6,2019-01,TXT,12932840219.16,35100627000.0,1.7140694811955095,5,-0.0181649201551303,-0.1227686802167208,-0.1893421726576505
7,2019-01,KMI,39947030994.7,48278282000.0,0.2085574581601661,3,0.0857291745610422,0.1685389614240231,0.1833126891573384
8,2019-01,VFC,33298110221.48,33918181000.0,0.0186218121808007,3,0.0378994891291433,0.0450036177549595,-0.0164624434946577
9,2019-01,ATO,11412690525.99,10663978000.0,-0.06560350868053108,2,0.0124961589675305,0.129322055934919,0.253764564008343
10,2019-01,FIS,34232348654.04,1139704400.0,-0.9667067994802777,1,0.0202005568635847,1.3858039999721536,1.5792410771640075
11,2019-01,MPWR,5367662720.0,10533306000.0,0.9623636799593847,4,0.072247840490246,0.1936351768391289,0.3852311551348721
12,2019-01,GPN,17735971338.96,11954448000.0,-0.32597723826153946,2,0.1585674324124675,0.4833913642004523,2.308479160461973
13,2019-01,MCHP,19045194752.61,23693222000.0,0.2440524865072867,3,0.0808759487370909,0.1801003355053607,0.226040056391654
14,2019-01,HOLX,12934375654.8,19551594000.0,0.5115994013011617,4,0.0619369369369369,0.059149513039393,0.0894939236599665
15,2019-01,LHX,18049165853.58,19595457000.0,0.08567103161242744,3,0.0779051373313794,1.5466636651955272,1.7108310245520415
16,2019-01,OKE,26413520438.17,18707816000.0,-0.2917333192373152,2,0.0013866750263653,0.095681925095366,0.1709021452818786
17,2019-01,CDW,12489231714.63,35268860000.0,1.823941676947649,5,0.1055434100382572,0.3691373103863165,0.5007441299927291
18,2019-01,DHR,77744127816.76,55771922000.0,-0.28262205779126703,2,0.164081738025877,0.296434219405723,0.438853789175635
19,2019-01,HII,8867913583.4,17994220000.0,1.0291378970678842,4,-0.0192982170248422,0.064136981980144,0.2037773120593669
20,2019-01,CTSH,40346671667.12,60679320000.0,0.5039485797647548,4,0.0117450796509237,-0.1083219898339626,-0.1669798581737858
21,2019-01,AMAT,37102263159.72,46862870000.0,0.26307304431166295,3,-0.018935516888434,0.2291897865473544,0.4352901690016981
22,2019-01,AMP,17642515809.0,18724092000.0,0.06130509427959555,3,0.0102334813347821,0.079378166967865,0.1878530690475177
23,2019-01,APTV,20576534970.19,21870984.0,-0.9989370910101392,1,0.0416725985435477,0.0913059552340485,0.0519696295299094
24,2019-01,TDG,20662416505.0,15460026000.0,-0.25178033439317704,2,0.1112991555655364,0.2529138972750564,0.6714507125554625
25,2019-01,TJX,61324313183.0399,56793637000.0,-0.07388058803882248,2,0.031369394731552,0.0789055413026353,0.1583654530804592
26,2019-01,BLK,65595895164.72,54792737000.0,-0.16469259805955597,2,0.0677941601618963,0.1020669304368442,0.2447166068832549
27,2019-01,AON,37627075930.22,14925643000.0,-0.6033270621485486,1,0.0940819414882261,0.1861957333137642,0.3583129300502403
28,2019-01,XYL,12806565723.0,21841938000.0,0.7055265950631002,4,0.0592384115545916,0.1286817428953899,0.148257926748462
29,2019-01,ETSY,6583141349.95,21785178000.0,2.3092374831303695,5,0.2944423302067973,0.2263480409791456,-0.1214781903773148
30,2019-01,CTAS,19603025751.45,15072243000.0,-0.23112672099177684,2,0.1058985212931398,0.3616124763385397,0.4764741160389034
31,2019-01,GM,54997867692.52,120298770000.0,1.1873350983089346,5,0.0117888262429504,0.0472151063440804,-0.1324322035477857
32,2019-01,BIO,7426444914.87999,17924649000.0,1.4136244414989592,5,0.0940071523241456,0.2706806857467259,0.4647809966359641
33,2019-01,PARA,18511517493.0,40755070000.0,1.2016060511198632,5,0.0117675253102493,0.0429132657892739,0.1452363255674018
34,2019-01,ZTS,41395647993.1199,49760300000.0,0.20206600134077693,3,0.0898410759978489,0.3261511661400744,0.5442232563462808
35,2019-01,MAS,9544501924.99999,18769640000.0,0.9665394351104412,4,0.1589015735883998,0.2364313462716403,0.3827826800925511
36,2019-01,REGN,46088931990.45,51605710000.0,0.11969851700388988,3,0.0034244181983367,-0.2859669367999454,-0.1932966843066786
37,2019-01,LH,14060415000.0,34174013000.0,1.430512430820854,5,0.0395471257427324,0.1735585329451514,0.2112971060953747
38,2019-01,QRVO,8025460608.4,18447804000.0,1.2986598920803696,5,0.0731334149326805,0.0756314101765944,0.5259403921990597
39,2019-01,TGT,38093853019.0,67665280000.0,0.7762782092494218,4,-0.0126962844834511,0.1620168404682425,0.4731003648161054
40,2019-01,LRCX,25876797929.32,33896632000.0,0.30992375534969246,3,0.0383889609623777,0.2086570100411138,0.6773330826037247
41,2019-01,LUV,31916522161.92,44561564000.0,0.3961910831615281,4,-0.0295721150058794,-0.1321656873928722,-0.1088969955776352
42,2019-01,NFLX,148225223681.5,36287603000.0,-0.7551860487255986,1,0.0547864506627393,-0.0459364133526338,0.0216060582832482
43,2019-01,MO,92484742313.25,102085130000.0,0.10380512217067163,3,0.0622175964823499,-0.0492348111064331,-0.0399275512975176
44,2019-01,CRL,5941000730.37,41575145000.0,5.9980037638222505,5,0.1540709473171524,0.1052879724845672,0.273888289458039
45,2019-01,AOS,8133852323.42,14645518000.0,0.8005635895098318,4,0.0717076202466335,-0.0813534589095873,-0.1499054609645683
46,2019-01,NSC,44862956383.24,43535114000.0,-0.029597740547835497,3,0.0689161798020747,0.1221351982627474,0.196660698398736
47,2019-01,AES,10855055680.81,19629058000.0,0.8082871820456003,4,0.051420001502779,0.0268058012529961,0.2147427093783511
48,2019-01,MRK,192120227524.44,137381560000.0,-0.28491881312953676,2,0.092167136907161,0.1060027065371775,0.1279333032584155
49,2019-01,DTE,21421513908.75,27574723000.0,0.28724434124782433,3,0.0493418259023354,0.0876674381544486,0.1900299705982608
50,2019-01,STX,12475450609.56,29970344000.0,1.4023456044973301,5,0.0514905149051492,-0.0013074974444209,0.192092015509532
51,2019-01,KR,22600060181.55,45403730000.0,1.009009248438472,4,0.035298270384751,-0.2521003244266248,-0.0485080546495612
52,2019-01,VICI,8616919411.23,22170034000.0,1.5728491956309705,5,0.0009062570864737,0.1416913781831132,0.4338051799693483
53,2019-01,DHI,14358118964.0,26533556000.0,0.8479827539058131,4,0.0114434330299089,0.1830121286958574,0.5105552792799661
54,2019-01,HLT,22088533227.6,36888502000.0,0.6700295077043499,4,0.101730633444331,0.2538544089629102,0.377056953505325
55,2019-01,CE,12266867203.92,21654200000.0,0.7652592108505245,4,0.0660492022381302,0.1314995684386737,0.0087366515262961
56,2019-01,IVZ,7234646064.25999,25426733000.0,2.514578713340391,5,0.0620197585071364,0.2461348642979057,0.0842142387379292
57,2019-01,STLD,8399315949.34,16268182000.0,0.9368460005696437,4,-0.0042513186592064,-0.1662482437072419,-0.2335434399005015
58,2019-01,BMY,80581653472.3799,110523140000.0,0.37156701662721303,4,0.0466903094105606,-0.0984996153969535,0.8312733424169556
59,2019-01,COP,76787813122.86,88546770000.0,0.15313573004515368,3,0.0023637169448957,-0.1458649131254595,-0.1632565532157076
60,2019-01,CAT,76639270992.08,86217500000.0,0.12497806291646256,3,0.0313908080504654,-0.0334443710115012,-0.0357934087670743
61,2019-01,KMB,38362794949.4,55634526000.0,0.4502208788848981,4,0.0489315855629377,0.2168582996630725,0.2762055335753297
62,2019-01,MS,72281714084.0999,81015960000.0,0.12083622634817136,3,-0.0075650118203309,0.0188930886524245,0.156284016406371
63,2019-01,IQV,25807962971.21,42683270000.0,0.6538798187061567,4,0.0727610656906472,0.2081746923983636,0.1672495396616584
64,2019-01,REG,11013803190.0,27184316000.0,1.4682043020963043,5,-0.0075989919019062,0.0144993965249891,-0.0561239961543293
65,2019-01,GILD,90566309036.12,134864880000.0,0.48912858491575145,4,-0.0842765111683643,-0.0837855268891841,-0.1171418651221486
66,2019-01,JCI,30807632956.65,53980676000.0,0.752185121523527,4,0.0444181225940183,0.0961499906103822,-0.0218993980128021
67,2019-01,ULTA,17314401368.4,23644820000.0,0.3656157641784518,4,0.0704645108248833,0.1791552193084367,-0.1155284661952391
68,2019-01,AAPL,784811203200.0,556652600000.0,-0.29071778836706597,2,0.0403148281663061,0.2267486795224178,0.7255803807057579
69,2019-01,ROL,12197321881.64,2045341800.0,-0.8323122203507027,1,0.0649775347958052,-0.0997516890557296,0.0198337198122275
70,2019-01,TXN,95157731499.24,71912070000.0,-0.2442855663433471,2,0.0433936889165225,0.2265091494462763,0.1851969900895624
71,2019-01,CMG,14716431953.0,24015684000.0,0.631895806041784,4,0.1418417423983247,0.4986192781507845,0.6354617355801122
72,2019-01,NCLH,11193772620.92,40023860000.0,2.575546918399929,5,0.0801030356427148,-0.0477623532713905,0.0250778018221822
73,2019-01,BRO,7583349765.32,1549096600.0,-0.7957239710761737,1,0.100803883866188,0.3326839930194807,0.6681820460072347
74,2019-01,MMM,115332740000.0,90832580000.0,-0.21243025604004553,2,0.0353969046430266,-0.1284976354849455,-0.2081633021117854
75,2019-01,BALL,17732916301.96,21022640000.0,0.18551510479279662,3,0.0328274365946033,0.3382777922239997,0.3315468693702779
76,2019-01,TMUS,59065122191.64,38749170000.0,-0.34395849404533174,2,0.0394373132123919,0.1534025141944504,0.1489100416210564
77,2019-01,ACGL,11812049377.9,4115320300.0,-0.6515998038664108,1,0.1133245297386305,0.3261965125009503,0.5164298203555684
78,2019-01,HES,16363850148.0,12738169000.0,-0.2215665190776104,2,0.0712962962962964,0.2064716602170144,0.0551299987735625
79,2019-01,AFL,36313024756.5,34892550000.0,-0.03911749632604583,3,0.0133686477613823,0.0732727173167728,0.0424168471100521
80,2019-01,WRB,9390133044.27,2367634400.0,-0.7478593305507246,1,0.0870622902503779,0.3536135545189325,0.4382758173465197
81,2019-01,WAB,6681889665.36,14058991000.0,1.1040441096901208,5,0.7804988324270723,1.1873887822738451,1.1188120171926288
82,2019-01,ADM,25172932437.5,57218417000.0,1.273013554621153,5,-0.0543901134045221,-0.0910675821925723,-0.0101558679639268
83,2019-01,ARE,14847460461.62,29667666000.0,0.9981643323240056,4,0.0317363905550005,0.1180219642860596,0.3486898754007608
84,2019-01,T,219144521424.419,347791460000.0,0.5870415379010521,4,0.0344608922251592,0.1353391286389473,0.2540313497856707
85,2019-01,WYNN,13375925099.18,30220005000.0,1.2592833880217087,5,0.0182613890589873,0.0464774908344927,0.0125547947177346
86,2019-01,EMN,11268848505.84,30689059000.0,1.7233535706949663,5,0.0256760109154055,-0.0839783633216443,-0.1399099576680728
87,2019-01,EPAM,7651265564.16,29987363000.0,2.9192683307800187,5,0.1455394949792534,0.3892391286351804,0.6455479530754151
88,2019-01,XOM,310326322143.68,365570700000.0,0.1780202351212156,3,0.0780338671753666,0.0138523276029731,-0.1528153744703727
89,2019-01,CPB,10665458320.32,25943368000.0,1.432466275787913,5,0.016953055957803,0.1672763247596163,0.3686333772941919
90,2019-01,BSX,52874447476.9,37020664000.0,-0.2998382853234781,2,0.051638269986892,0.1186055739646223,0.1056134305359817
91,2019-01,EOG,57526381667.2,45142630000.0,-0.2152708185062312,2,-0.0521739492423404,-0.1334423903933264,-0.2626614270329693
92,2019-01,DUK,63817015221.96,81083600000.0,0.27056391650386086,3,0.0214171793119146,-0.0099147742425639,0.1218673138181145
93,2019-01,AMT,76133921895.24,37459660000.0,-0.507976735369756,1,0.0206477186190807,0.2304767566571015,0.348242857476092
94,2019-01,EVRG,15101245357.56,19718468000.0,0.3057510898681295,3,-0.0644435292605061,-0.0222318488880075,0.0890157695826749
95,2019-01,CZR,3607979795.27999,13849955000.0,2.8387009112741444,5,0.0346766013223476,-0.0311632780391649,0.2885495578057189
96,2019-01,DISH,14343558114.29,42464340000.0,1.9605166080579557,5,0.0604700788290375,0.1094162627853363,0.3400908076113973
97,2019-01,PG,241327394527.23,175223930000.0,-0.273916120367227,2,0.021561107079917,0.2239254138112052,0.2752104625625335
98,2019-01,FE,20781965260.0,24381934000.0,0.1732255955084779,3,0.0395408163265305,0.1257896641835691,0.321475572426686
99,2019-01,NVR,9517030460.0,14495271000.0,0.5230875820901807,4,-0.0042773762436817,0.2844056747423713,0.4569861680194726
100,2019-01,OMC,17421039348.2399,40835674000.0,1.344043503703225,5,-0.0279917822290647,0.0016480729539827,-0.0624953782025581
101,2019-01,DIS,166251424609.759,145432760000.0,-0.1252239999424158,2,0.0118364418938368,0.5495519243939575,0.5020034823729982
102,2019-01,HIG,16831837707.48,15981080000.0,-0.05054457928274381,2,0.0541605320656626,0.2380071682226183,0.2693664829874838
103,2019-01,COF,37706503437.07,76661326000.0,1.033106197501006,4,0.0371013773421018,0.1528032484307624,0.2098933789853676
104,2019-01,CPRT,11848203752.4,29062525000.0,1.4529055657160712,5,0.1300312507124066,0.4992248840185467,0.9905805330181467
105,2019-01,J,9040692074.4,17500650000.0,0.9357643560890176,4,0.1385802469135804,0.2366253835021778,0.3617463931971212
106,2019-01,BEN,15086604306.06,7265676300.0,-0.5184021440078788,1,0.1013171225937183,0.0893531950518859,-0.1667105592111097
107,2019-01,PFE,246210000000.0,222615700000.0,-0.0958299847447301,2,-0.0224981209272572,-0.1229127584598512,-0.1629474154771943
108,2019-01,PSX,43403257630.67,73489750000.0,0.6931851680199694,4,0.0099570275652447,0.0598844177957127,-0.0749043095980123
