"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.48994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.62787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.65913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.54351,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.37011,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.24468,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.23479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.26688,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.23402,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.06171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.83848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.69478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.73264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.87589,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.02792,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.12418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.17574,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.20574,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.23037,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.26151,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.31473,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.41071,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.55471,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.77097,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0892,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4587,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8217,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.3985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.6023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.725,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.79,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7356,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7108,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6913,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.5548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8646,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.6091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-07",100.6136,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-08",100.7866,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-09",101.0265,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-10",101.2774,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-11",101.5173,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-12",101.7354,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-01",101.9205,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-02",102.0714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-03",102.1746,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-04",102.2169,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-05",102.2446,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-06",102.3215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-07",102.5014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-08",102.7511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-09",103.0313,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-10",103.3077,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-11",103.5321,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-12",103.6264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-01",103.5194,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-02",103.3135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-03",103.1306,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-04",103.0569,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-05",103.0653,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-06",103.1217,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-07",103.2088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-08",103.3027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-09",103.3835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-10",103.4392,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-11",103.4828,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-12",103.5289,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-01",103.5835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-02",103.6296,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-03",103.6383,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-04",103.5881,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-05",103.521,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-06",103.4951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-07",103.5538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-08",103.6541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-09",103.7378,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-10",103.7622,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-11",103.7469,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-12",103.7161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-01",103.682,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-02",103.6426,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-03",103.5832,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-04",103.4833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-05",103.3433,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-06",103.154,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.9063,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.6496,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.4465,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-10",102.3358,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-11",102.2417,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-12",102.0527,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-01",101.6823,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.2261,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.8096,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.5233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-05",100.317,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.1234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-07",99.90083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-08",99.66401,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-09",99.44585,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-10",99.2732,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-11",99.12421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-12",98.97045,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-01",98.79552,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-02",98.61829,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-03",98.47219,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-04",98.38679,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-05",98.33816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-06",98.30171,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-07",98.2682,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-08",98.24754,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.26971,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.37284,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.54839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.80105,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.13634,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.47095,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.68885,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.69796,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-05",99.60368,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-06",99.53668,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-07",99.58414,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-08",99.69364,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-09",99.7888,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-10",99.82281,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-11",99.84643,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-12",99.94123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-01",100.1634,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4165,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-03",100.5552,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.4581,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.2157,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-06",99.93383,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-07",99.68226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.48331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.36762,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.37753,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.48698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.6895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.98658,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.283,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.4485,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.38,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-05",100.1951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-06",100.0394,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-07",100.0107,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-08",100.0537,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-09",100.0862,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-10",100.0548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-11",99.99911,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.98643,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-01",100.0689,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-02",100.1984,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-03",100.3075,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3429,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3188,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2499,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0292,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.94987,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.9306,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.9342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.91181,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.83186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.73515,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.68428,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.72995,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.83135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.94097,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0336,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1273,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4399,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.625,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.6619,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5038,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.3222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.159,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0115,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.86536,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.71131,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.56109,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.43836,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.36588,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.32511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.29617,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.26595,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.22441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.16222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.07972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.0164,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.03568,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.19028,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.40521,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.58401,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.65469,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-11",99.65191,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-12",99.61366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-01",99.55141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-02",99.45573,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-03",99.2934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-04",99.03773,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-05",98.7658,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-06",98.58791,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-07",98.59342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-08",98.70249,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-09",98.82365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-10",98.90778,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-11",98.99002,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-12",99.13826,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-01",99.4035,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-02",99.70425,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-03",99.91998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-04",99.94918,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-05",99.85233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-06",99.69222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-07",99.50043,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-08",99.30692,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-09",99.13618,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-10",99.00504,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-11",98.89771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.79914,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.70448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.61979,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.55893,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.53033,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.50009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.42049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.26034,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.08445,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-09",97.98561,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.03214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.1384,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.18143,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.05765,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.80295,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.45554,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.04977,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.70261,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.59549,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.89745,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.44835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.07646,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.66732,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.15517,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.45396,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.49127,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.4314,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.47487,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.75533,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.133,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.4034,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.4088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.2572,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.0886,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-10",99.99795,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-11",99.97606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-12",99.99979,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.0541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-02",100.1083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.1269,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.081,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-05",99.99431,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-06",99.89175,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-07",99.78795,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.69215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.61407,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.56193,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.52264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.48135,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.42816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.36672,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.30228,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-01",102.36101306755,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-02",102.032420483828,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.839333711049,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.712303629658,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.955899598281,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-06",102.304350659879,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-07",102.548967264403,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-08",102.76406283757,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-09",102.907159131473,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-10",102.917617602534,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-11",102.763260735246,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-12",102.344189249019,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-01",101.769307809731,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-02",101.278535237416,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-03",100.662902960921,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-04",100.275317289821,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-05",100.045166139183,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-06",100.12897165894,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-07",100.308017153809,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-08",100.575158401814,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-09",100.826530069594,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-10",100.844938612733,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-11",100.38457949984,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.7101289231182,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-01",99.3022965188752,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-02",98.9221115537704,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-03",98.6287513756844,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-04",98.6863070156733,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-05",99.0026343731811,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-06",99.4220373725829,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-07",99.7973606447682,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-08",100.202015632263,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-09",100.425325587341,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-10",100.464915473419,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-11",100.227038798012,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.8270125359373,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.5225353261968,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.4665015536458,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-03",99.4236561492474,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-04",99.5131519229808,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.014790911241,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.637170031843,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-07",101.250280056513,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-08",101.635718920735,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-09",101.720083518831,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-10",101.883550320142,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-11",101.895436689897,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2003-12",101.737071922742,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-01",101.398584077609,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-02",101.064763114787,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.823099259943,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.755801534686,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.94790248882,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-06",101.147314207516,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.500122600124,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.881742897274,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-09",102.13335063184,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-10",102.182503830593,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.996694212265,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2004-12",101.614807712184,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-01",101.363332597908,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-02",101.223318640065,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-03",101.182710688259,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-04",101.005456664651,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-05",100.56138962031,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-06",100.222136361574,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-07",100.370218833274,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2005-08",100.804207276147,
